number,air_pressure_9am,air_temp_9am,avg_wind_direction_9am,avg_wind_speed_9am,max_wind_direction_9am,max_wind_speed_9am,rain_accumulation_9am,rain_duration_9am,relative_humidity_9am,relative_humidity_3pm
17,916.9152553899988,77.01896058080769,234.53934498620535,2.2747252969339,229.4741986768941,2.906513109197139,0.0,0.0,21.031461768790646,20.75568332171184
18,918.8000000000037,67.08200000000228,176.1,4.876529199999688,183.39999999999984,5.569980599999913,0.0,0.0,18.90000000000005,45.87000000000005
19,922.0400000000093,68.5759999999986,58.30000000000005,9.55173379999966,81.8999999999999,12.571602800000015,0.0,0.0,7.540000000000102,7.740000000000088
20,919.9922621762736,62.96438311633252,54.799093615358096,12.680435740203539,74.25422348610172,15.452305806183404,0.0,0.0,18.809517856636536,14.649909361535952
21,917.2300000000057,67.67600000000394,177.8,2.4606339999997617,93.19999999999986,3.2883017999999087,0.0,0.0,40.640000000000185,41.340000000000174
22,921.1256259733448,68.81877189441205,71.79909227634536,2.57653776671464,95.47233356176429,3.487443587396473,0.0,0.0,11.742201229862888,17.28116117430645
23,920.3500000000046,47.5700000000002,192.10000000000005,6.2634319999996935,205.69999999999993,7.605596000000003,0.0,0.0,54.55,66.00000000000001
24,921.788228916268,71.659572209907,217.40552014939462,1.9464465060743805,253.75800297950013,2.7197116586761085,0.0,0.0,11.19424977276088,16.331715634822647
25,918.030000000003,50.66600000000506,128.9,2.527742199999901,117.3999999999999,4.004122599999948,0.0,0.0,76.88000000000034,47.03000000000032
26,914.4900000000038,49.892000000005595,163.0,4.854159799999914,189.59999999999994,6.733189399999966,0.0,0.0,92.10000000000042,90.9900000000004
27,914.9000000000066,78.61999999999912,203.30000000000004,1.8119213999998653,239.99999999999991,2.7514361999998327,0.0,220.0,47.8899999999998,43.89999999999986
28,915.8400000000056,40.11800000000114,171.90000000000003,10.535987399999618,187.99999999999991,12.929513199999962,0.0,0.0,86.43000000000026,84.39000000000027
29,916.3100000000024,45.42800000000261,183.1,8.343786199999892,194.59999999999994,10.088599399999971,0.0,0.0,86.15000000000046,90.58000000000048
30,919.3500000000058,91.11200000000454,96.4,2.5277421999998184,96.29999999999987,3.3777794000000294,0.0,0.0,25.62000000000023,35.690000000000246
31,916.2800000000076,55.543999999998206,174.60000000000005,2.5948503999997428,191.69999999999993,3.3777793999997545,0.0,0.0,79.92000000000048,61.840000000000494
32,918.700000000006,76.2260000000045,184.6,4.093600199999812,194.89999999999984,4.742312800000092,0.0,0.0,19.16999999999985,31.969999999999857
33,918.370000000004,63.91400000000245,53.7,14.450632399999728,72.09999999999988,17.04548279999989,0.0,0.0,19.680000000000057,14.540000000000068
34,923.6000000000024,59.8820000000033,192.8,4.294924799999912,203.49999999999991,5.189700800000077,0.0,0.0,22.47000000000037,14.260000000000375
35,917.3000000000062,85.08199999999835,149.70000000000005,2.0132459999998655,70.9999999999999,2.8632831999998265,0.0,0.0,32.01999999999997,29.839999999999968
36,912.6400000000087,53.99599999999862,177.70000000000005,6.822666999999832,190.69999999999993,8.634588399999835,0.0,0.0,89.76999999999997,55.569999999999965
37,914.6700000000087,64.16600000000042,137.80000000000004,2.1250929999997163,176.99999999999991,2.729066799999787,0.0,0.0,58.570000000000526,39.96000000000044
38,914.6600000000052,50.36000000000324,177.6,8.522741399999731,186.2999999999999,10.021491199999913,0.0,20.0,91.22000000000013,88.35000000000014
39,921.9699512821333,60.95534152642568,164.6214859961407,1.6644422989469354,195.77996752142036,2.3671811326311287,0.0,0.0,12.109628901891117,15.849563944731992
40,919.3000000000052,64.22000000000406,182.2,10.759681399999751,186.49999999999986,11.788673799999925,0.0,0.0,34.6300000000004,61.32000000000036
41,921.0900000000038,68.66600000000494,50.7,14.204568999999989,62.49999999999991,17.045482800000073,0.0,0.0,17.580000000000187,14.240000000000189
42,921.5000000000059,49.55000000000121,90.70000000000003,1.7448131999996142,112.29999999999993,2.684327999999957,1.5299999999997451,5420.0,34.35000000000028,49.50000000000024
43,914.9000000000079,64.6880000000009,174.60000000000005,5.659458199999743,184.49999999999991,6.867405799999885,0.0,0.0,43.370000000000324,49.39000000000043
44,924.2000000000028,68.88200000000384,56.3,9.887274799999883,68.9999999999999,11.878151400000089,0.0,0.0,14.230000000000324,13.580000000000323
45,914.5400000000129,67.6580000000016,170.20000000000005,8.25430859999954,184.29999999999993,10.849158999999808,0.0,0.0,35.05000000000128,48.760000000001256
46,917.9000000000067,65.66000000000018,183.70000000000005,6.0621073999998405,188.49999999999991,6.509495399999884,0.020999999999958163,319.0,74.22000000000037,69.1900000000004
47,916.0500000000053,87.18800000000493,210.0,1.5658579999998008,109.29999999999987,2.5948504000001074,0.0,0.0,12.879999999999852,14.829999999999867
48,920.2300000000087,67.3159999999995,153.20000000000005,1.2303169999997605,136.89999999999992,2.0803541999999347,0.0,0.0,13.889999999999967,20.51999999999996
49,923.6636767933388,69.0310704187739,64.68990786849804,7.557775280167528,73.04923223748344,8.819354482129828,0.0,0.0,14.692501327568072,17.887744356437626
50,921.9000000000087,65.87599999999853,199.00000000000009,4.496249399999664,207.19999999999993,5.323917200000024,0.0,0.0,10.350000000000096,15.370000000000108
51,918.5800000000067,76.98200000000416,150.7,1.3197945999997591,181.99999999999986,1.946137799999995,0.0,0.0,15.540000000000406,29.090000000000394
52,922.360000000008,74.3359999999992,166.90000000000003,4.183077799999753,209.99999999999991,6.912144600000002,0.0,0.0,12.479999999999945,12.709999999999953
53,922.928408958627,68.92146556437449,54.666111212362566,9.787407400185637,82.62134108694562,13.334688560822704,0.0,0.0,8.082800653859666,7.187360984546972
54,923.0185499647852,70.33053242544793,152.5635421460488,3.059696038600113,181.2747799952965,4.269037624956108,0.0,0.0,22.859684174682798,18.794647021989796
55,916.420000000002,45.014000000005645,82.8,3.064607800000057,129.7999999999999,4.809421000000055,8.739999999999782,7000.0,57.710000000000136,41.80000000000011
56,922.5700000000054,45.625999999999934,182.80000000000004,5.212070199999689,191.39999999999992,6.017368599999999,0.0,0.0,85.71,80.22999999999998
57,920.030000000002,66.99200000000369,172.5,2.460633999999881,168.0999999999999,3.310671200000074,0.0,0.0,29.89000000000034,39.95000000000034
58,919.0900000000058,76.76600000000472,166.2,1.2974251999998114,198.99999999999991,1.8119214000001171,0.0,0.0,19.73999999999979,23.289999999999786
59,916.180000000012,61.304000000002326,173.60000000000005,1.722443799999369,209.39999999999992,2.5277421999997367,0.0,0.0,78.78000000000105,62.25000000000104
60,917.8000000000077,73.77799999999931,181.90000000000003,0.9395147999998045,185.29999999999993,1.5434885999998214,0.0,0.0,11.479999999999931,18.48999999999993
61,918.540000000002,46.65200000000421,213.6,16.48624779999996,221.19999999999993,18.029736400000044,0.07999999999992724,1153.0,91.36000000000038,89.93000000000042
62,918.2400000000048,61.988000000004895,78.4,4.451510599999913,45.0999999999999,5.838413399999971,0.0,0.0,60.65000000000039,41.24000000000039
63,917.020000000006,53.258000000000884,180.20000000000005,3.1317159999996482,216.59999999999994,4.4515105999999305,0.0,0.0,25.090000000000323,28.43000000000031
64,919.4100000000113,78.31400000000238,183.70000000000005,3.758059199999427,42.6999999999999,5.3910253999997675,0.0,0.0,29.710000000000928,23.110000000000895
65,921.290000000007,83.22799999999852,162.60000000000005,2.66195859999974,193.99999999999991,3.556734599999756,0.0,0.0,16.500000000000533,18.320000000000526
66,922.0600000000064,61.7540000000012,56.200000000000045,10.424140399999638,76.9999999999999,13.421640000000004,0.0,0.0,17.700000000000234,14.79000000000024
67,925.5882713716597,66.35298837155821,56.06405655774706,17.527932462319498,67.93988013978826,20.97118325701054,0.0,0.0,14.424621404156266,11.436029213346572
68,917.5800000000132,69.36800000000208,180.70000000000005,6.956883399999383,191.69999999999993,8.634588399999773,0.0,0.0,28.63000000000101,37.82000000000101
69,922.2062328805687,57.03648251000908,48.362701446478155,12.385329345562475,64.90532836478873,15.789331056690484,0.0,0.0,14.96942989943745,21.987460672244843
70,917.7625807321232,82.06433413137862,110.25785236842502,2.2345081458476184,129.77987954453548,3.206254488279624,0.0,0.0,16.578661965924997,19.137323931850027
71,925.0971257259855,57.133499123781064,52.96893275591449,14.61830694992896,69.00705654595072,19.214313845863504,0.0,1.540448293903676,18.64230606196541,18.064225624135645
72,920.742823398151,74.5153762714524,51.42271866561784,13.876093986456436,66.85476323515678,16.98617834019088,0.009999999999990905,75.86295265396464,9.406636210931305,8.283812812789947
73,916.7500000000082,54.572000000000564,233.50000000000009,1.5211191999997256,231.79999999999993,2.2816787999997636,0.0,0.0,89.84000000000056,54.50000000000058
74,922.7900000000079,53.978000000000016,182.60000000000005,1.856660199999759,208.19999999999993,2.639589199999985,0.01999999999998181,180.0,17.389999999999954,39.18999999999994
75,920.1000000000096,53.49199999999852,186.10000000000005,13.444009399999716,193.79999999999993,15.3677778,0.0,0.0,31.470000000000038,64.88000000000005
76,922.0704549175288,76.74220081626338,165.7364076124678,3.7714585624069246,205.67035390685666,6.004160987662823,0.0,0.0,13.567823580902347,14.22808216140846
77,921.6100000000064,38.13800000000076,46.60000000000005,4.518618799999635,59.5999999999999,5.525241800000045,0.0,0.0,29.799999999999976,16.399999999999984
78,916.2200000000087,68.25199999999936,183.10000000000005,9.932013599999816,190.79999999999993,11.162330599999825,0.0,0.0,24.659999999999968,40.46999999999999
79,915.5700000000064,61.34000000000051,174.30000000000004,4.898898599999634,180.59999999999994,5.50287239999996,0.0,0.0,13.890000000000342,56.96000000000034
80,916.8000000000026,65.44400000000459,164.4,3.5567345999999294,196.59999999999994,4.7199434000000355,0.0,0.0,21.61000000000029,28.39000000000032
81,917.4600000000082,58.29799999999886,182.30000000000004,5.905521599999729,190.29999999999993,6.934513999999925,0.0,0.0,25.760000000000037,41.47000000000005
82,925.7400000000059,49.55000000000146,154.20000000000005,2.326417599999625,197.09999999999994,3.4001488000000113,0.0,0.0,69.7799999999999,52.04999999999997
83,917.6700000000033,43.86200000000369,192.9,5.838413399999953,206.39999999999992,7.2700549999999655,0.0,0.0,85.18000000000049,20.710000000000512
84,920.930000000009,63.823999999998605,196.40000000000003,7.650334799999702,203.99999999999991,8.567480199999993,0.0,0.0,20.63000000000006,26.89000000000007
85,916.8200000000077,50.28800000000058,73.70000000000005,2.6843279999997343,90.3999999999999,3.422518199999887,0.4700000000000273,1030.0,58.73,63.43999999999998
86,917.2683056047662,85.6616297571622,266.49346191366817,2.1580580573582577,194.70251137988498,2.829140057358253,0.031174101937456185,70.52665037198926,31.218566278348693,23.408577938608076
87,921.390000000011,76.0820000000022,225.10000000000005,1.9013989999994008,251.09999999999994,2.5724809999997893,0.03999999999996362,300.0,47.520000000000884,19.940000000000943
88,915.9144357399191,69.38887310672962,46.7361705829601,10.976950767884778,64.64468233184024,14.297617137423696,0.0,9.397156950665053,8.498335363231277,12.698545982062727
89,919.0000000000113,68.16199999999914,98.60000000000004,1.7224437999995326,126.3999999999999,2.3040481999999214,0.0,0.0,34.63000000000106,55.07000000000111
90,918.884691221882,72.89987777812291,163.515192901471,1.0265775431516073,196.15726307214572,1.4821938177500111,0.0,0.0,18.91876488750887,20.273540259888108
91,915.3200000000058,83.8399999999994,219.90000000000003,1.521119199999841,244.99999999999991,2.0579847999998555,0.0,0.0,17.490000000000002,42.21999999999999
92,918.8503361465479,74.08463941297433,69.44844917478723,3.4164054845570053,103.05891522881457,4.748526321776488,0.0,0.0,11.079315522634841,16.47832777883324
93,921.408129860134,47.97039461358988,46.31142850673576,10.99845315330274,67.23285723989625,14.385412785801327,0.0,0.0,22.147701376038988,21.865532431069614
94,913.3000000000067,79.3759999999983,52.200000000000045,3.2211935999998484,37.399999999999906,4.093600199999819,0.0,0.0,13.069999999999972,26.929999999999968
95,927.6100000000024,54.89600000000348,55.0,4.988376199999923,53.399999999999906,7.202946800000064,0.0,0.0,13.510000000000387,14.050000000000384
96,921.8744784039715,68.0938479498513,70.90865373120918,2.1465855504055327,96.0953036744281,2.891294671291453,0.0,0.0,12.479445212336698,19.579914844893874
97,921.5400000000087,43.16000000000035,52.500000000000036,23.554978199999763,67.9999999999999,29.84077959999996,0.049999999999954525,100.0,19.37999999999999,18.379999999999992
98,916.5200000000044,51.63800000000417,190.8,7.4042713999997245,197.99999999999986,8.38852499999988,0.3699999999996635,2170.0,91.6900000000001,78.51000000000006
99,921.3900000000044,46.67000000000071,46.000000000000036,1.7000743999996872,72.6999999999999,2.2145705999999725,0.0,0.0,38.09,35.18000000000001
100,918.9000000000066,77.55799999999846,212.00000000000009,1.185578199999856,154.0999999999999,1.8342907999998403,0.0,0.0,62.09999999999993,56.92999999999992
101,919.5600000000068,78.47600000000413,179.3,5.950260399999754,192.19999999999987,6.979252799999997,0.0,0.0,20.190000000000406,18.760000000000407
102,919.4478167280826,61.51866010352275,53.182647970522936,14.405626854767917,72.12874177941528,17.61126679720003,0.0,0.0,19.53916528086481,15.462611119234369
103,921.500000000004,54.53600000000218,220.00000000000009,5.010745599999623,234.89999999999992,6.442387200000049,0.0,0.0,82.28000000000003,83.84000000000003
104,919.7734056296656,68.72379994905282,55.22713277170349,16.126429047065837,74.30451645772484,20.82389079101134,0.0,0.0,15.05815003911809,9.664422897069402
105,917.4000000000067,73.86799999999945,181.70000000000005,4.138338999999844,189.79999999999993,4.76468219999984,0.05000000000006821,460.0,58.909999999999904,47.529999999999866
106,914.9500000000077,47.20999999999799,183.90000000000003,7.627965399999777,191.19999999999993,8.612218999999852,20.01999999999964,11650.0,90.68000000000008,65.65000000000005
107,918.1229673148421,69.68737310030092,224.59488369327175,3.650134249886634,242.07766849587088,4.774079055804406,0.0,0.0,17.108539902141448,22.3925663843431
108,920.3600000000032,74.19200000000113,56.10000000000005,4.719943399999644,72.6999999999999,5.569980599999992,0.0,0.0,14.73000000000005,17.50000000000006
109,923.6200000000086,62.5999999999994,63.700000000000045,4.943637399999753,75.4999999999999,6.062107399999925,0.0,0.0,28.54999999999996,20.039999999999964
110,922.7114406707591,47.521110164260094,198.5919491444014,6.111253729694223,215.4258050718364,7.4519485531296095,0.0,0.0,50.75183903229225,22.18990677754444
111,915.2900000000076,58.81999999999918,182.60000000000005,15.61384119999974,188.99999999999991,,0.0,0.0,21.500000000000682,29.690000000000698
112,916.4500000000047,62.65400000000062,193.70000000000005,3.5343651999996677,208.79999999999993,4.42914119999994,0.0,0.0,47.43000000000003,44.8
113,922.880000000008,53.74400000000002,186.90000000000003,2.8185443999997575,223.19999999999993,3.6685815999999822,0.0,0.0,28.67999999999996,48.02999999999993
114,915.1000000000028,47.1380000000033,189.8,3.892275600000001,215.49999999999991,5.48050299999999,0.0,0.0,72.29000000000046,83.17000000000044
115,918.2900000000128,75.23600000000191,210.90000000000003,2.3040481999993694,232.79999999999993,2.975130199999784,0.0,0.0,35.96000000000105,43.370000000001056
116,919.5613326906405,69.16552064972275,137.1448756388068,1.3828941853982957,123.01903065653767,2.031606785398498,0.0,0.0,15.935446640335806,16.650852839151593
117,917.3973494007836,79.2446779074122,97.2677643833464,1.1103068160633418,95.59336010261183,1.5426760749627724,0.0,0.0,13.368183847047604,17.334296295643448
118,918.2000000000097,65.98399999999816,172.50000000000009,2.885652599999638,210.29999999999993,3.7580592000000275,0.0,0.0,13.850000000000133,29.860000000000138
119,915.1700000000113,51.17000000000011,235.30000000000004,1.5658579999995481,237.39999999999995,2.415895199999967,0.0,0.0,89.85000000000113,64.52000000000118
120,920.7000000000122,76.17200000000254,190.90000000000003,6.263431999999433,199.59999999999994,7.2700549999997435,0.0,0.0,35.85000000000115,28.180000000001172
121,920.5900000000087,75.0019999999995,89.70000000000003,1.1632087999998066,91.09999999999992,1.7895519999998293,0.0,0.0,13.9199999999999,16.679999999999914
122,918.3200000000047,74.7320000000046,239.5,2.0579847999998093,273.3999999999999,3.0198690000001016,0.0,0.0,27.47999999999981,33.80999999999979
123,920.180000000011,62.743999999999275,32.60000000000005,3.0198689999995882,51.299999999999905,3.8251673999999425,0.0,0.0,45.210000000000726,52.10000000000078
124,913.6100000000076,79.62800000000041,180.50000000000009,3.2659323999998024,187.89999999999992,3.7580591999998987,0.0,0.0,12.76000000000059,36.690000000000595
125,923.3172954367018,70.34564732903388,194.73265226671145,4.181992574712213,219.31403118330113,5.402380133602977,0.0,0.0,18.355256129942422,19.04826571331071
126,917.6900000000073,75.03800000000402,79.7,3.131715999999752,82.79999999999987,4.8317904,0.0,0.0,48.53000000000039,48.81000000000042
127,923.3242454123591,57.18647316305238,44.70418577469043,9.994809532743405,66.63910550379843,12.921889132653558,0.0,0.0,17.44536238440664,19.676261473410683
128,916.0400000000116,88.84400000000223,176.00000000000009,1.4092721999994158,112.79999999999993,2.19220119999977,0.0,0.0,7.370000000000948,26.940000000000953
129,923.4850420259957,68.45261062961566,38.37667758786112,4.671545946223569,64.92977632161842,6.483996383606887,0.0,0.0,18.399750677422883,17.428274683440193
130,916.5000000000066,76.92800000000463,159.1,1.297425199999805,206.19999999999987,1.9237684000000075,0.0,0.0,42.52000000000021,49.75000000000025
131,918.0000000000043,66.86600000000418,198.4,2.684327999999706,210.7999999999999,3.2659323999998864,0.0,0.0,62.270000000000046,70.44000000000005
132,916.270000000011,71.72600000000061,189.50000000000009,12.2136923999995,194.89999999999992,13.4440093999999,0.0,0.0,16.09000000000118,29.090000000001183
133,919.6100000000024,70.25000000000372,119.4,3.4001487999998714,162.5999999999999,5.077853800000086,0.0,0.0,19.640000000000374,16.030000000000378
134,920.2015859917885,57.8102370614035,80.48035523478703,5.385116669843161,93.97028883781998,7.435259552667146,0.0,0.0,14.379233395251356,13.266997675004827
135,918.8000000000028,48.41600000000483,24.8,2.057984799999952,60.0999999999999,2.9527608000000574,0.0,0.0,65.12000000000019,47.71000000000015
136,921.6348996137274,65.8972904472465,73.4864185786758,3.0169720028960767,93.2822348396703,4.018967336524844,0.0,0.0,10.720269111555584,16.08178178433422
137,919.0800000000012,72.75199999999975,166.0,2.4606339999999918,198.9,3.1317159999999777,0.0,0.0,41.94999999999986,59.68999999999985
138,913.0600000000032,64.81400000000556,139.9,1.1855781999999138,183.99999999999991,1.9461377999999618,0.0,0.0,60.80000000000035,73.05000000000037
139,921.9332984027034,64.61826921969218,73.21344511137397,3.8155919813213846,92.03319361078252,4.733500999668812,0.0,0.0,12.284973802021767,15.887080435516527
140,917.2100000000079,75.4160000000002,173.50000000000009,2.3040481999998264,194.49999999999991,3.1540853999998824,0.0,0.0,48.570000000000384,45.61000000000037
141,923.8315596178446,50.00212297211128,198.88916032100903,5.906433600326647,215.50679499917257,7.165717543258002,0.0,0.0,39.93988672379625,21.352585331654165
142,921.1862234593614,71.20382277880073,214.24893837418762,1.6907933965537205,173.3888784079931,2.6736814670801152,0.0,0.0,17.10315068264319,24.37743921235059
143,915.5600000000079,57.30800000000041,180.00000000000009,9.48462559999963,185.09999999999994,10.379401599999936,0.0,0.0,37.21000000000043,65.04000000000043
144,918.7700000000012,68.64800000000155,160.3,2.1474624000000264,198.4,2.952760799999965,0.0,0.0,34.080000000000204,63.10000000000018
145,914.9700000000121,73.68800000000219,188.20000000000005,2.2593093999994385,186.59999999999994,3.0646077999997443,0.0,0.0,40.980000000001205,54.09000000000119
146,924.7228749648849,61.12808283319668,40.673435784152495,8.57656546580099,65.4298273616485,11.4486504365738,0.0,0.0,17.20774274076091,20.33369723166646
147,916.7900000000067,76.42400000000026,186.40000000000003,2.393525799999839,190.19999999999993,3.2883017999998714,0.0,0.0,33.110000000000326,43.63000000000037
148,916.5500000000114,57.955999999999534,174.40000000000003,3.1317159999995643,194.99999999999991,4.071230799999902,0.0,0.0,60.4600000000012,47.16000000000115
149,919.660000000004,66.92000000000488,105.4,2.214570600000042,146.99999999999991,3.1988242000000193,0.0,0.0,28.14000000000016,22.720000000000137
150,923.1877826619501,56.53274375441206,50.09369378174274,7.695570649194025,56.99795789338857,9.42723629339201,0.0,0.0,13.496916516751421,14.586422813196245
151,916.550000000009,53.50999999999836,205.80000000000004,3.802797999999611,226.09999999999994,4.943637399999937,0.009999999999990905,10.0,84.48000000000059,67.46000000000059
152,917.2200000000012,79.9519999999998,52.8,3.60147340000002,68.6,4.585726999999965,0.0,0.0,23.250000000000068,44.27000000000007
153,919.9000000000053,56.048000000000755,58.80000000000005,3.86990619999968,70.2999999999999,4.540988200000022,0.0,0.0,18.94999999999986,23.509999999999863
154,921.7000000000028,53.5640000000033,48.2,5.256808999999958,64.39999999999989,6.800297599999979,0.0,0.0,19.890000000000366,22.93000000000036
155,919.2700000000032,50.054000000005146,37.8,2.930391399999986,63.899999999999906,3.9593838000000177,0.0,0.0,70.76000000000022,62.58000000000017
156,926.1773681596334,66.06856811250812,56.820778765232156,16.99667398307541,69.30130963442824,20.496978292595536,0.0,0.0,14.586780577993016,12.054638973604598
157,921.5741146679461,75.25061052837768,225.30220686073812,1.963296052586505,251.34477672615654,2.648661987799296,0.035743013458113385,268.0726009360942,43.52907511701258,19.100309404620134
158,918.3200000000016,55.454000000004996,47.9,6.464756600000067,63.5999999999999,7.851659400000031,0.0,0.0,24.28000000000032,22.86000000000031
159,915.700000000006,56.53400000000529,143.5,1.6329661999998035,173.99999999999991,2.1698318000000474,0.0,0.0,81.9900000000001,74.9500000000001
160,921.5073080490212,73.19115621662769,165.5487395312247,3.3909249273456754,206.1791945365662,5.577992393424652,0.0,0.0,13.807962874486147,13.839933323027696
161,917.6000000000096,47.65999999999785,204.00000000000009,1.6105967999996051,183.19999999999993,2.2369399999999526,0.0,0.0,89.84000000000047,75.4200000000005
162,920.770000000004,70.7180000000022,181.0,4.406771799999689,188.19999999999987,5.077853799999913,0.0,0.0,13.160000000000048,17.40000000000005
163,915.6968387322091,86.23975056432893,234.18956637365974,1.7429519894811965,125.50302557880372,2.503003986612785,0.0,0.0,8.810402446445522,17.02234251330634
164,913.7000000000087,64.88600000000068,185.90000000000003,3.4672569999997416,196.99999999999991,4.093600199999853,0.0,0.0,38.22000000000037,40.37000000000037
165,921.2110659358674,59.81076305616098,55.303142997420224,17.896291876059244,76.74202225138289,23.439768470185047,0.0,8.21318717287235,8.762945026170621,7.443641852120096
166,920.9000000000017,60.3140000000022,214.5,2.3040481999999436,239.29999999999993,2.885652599999988,0.0,0.0,62.44000000000041,55.78000000000039
167,918.7138943989057,65.21846162142307,65.723783000344,5.723355287821962,79.36463342847306,7.09559333207151,0.0,0.0,18.634756600068783,19.470856314649318
168,917.7062236180993,81.45133348687179,121.88181160431921,1.7346416125412316,83.95062116136779,2.427703596731291,0.0,0.0,15.905108350393865,19.528408714093068
169,919.6000000000056,46.92200000000013,205.60000000000005,16.240184399999706,214.69999999999993,18.052105799999982,0.029999999999745338,293.0,91.33999999999996,88.69999999999996
170,925.960000000002,56.96600000000338,51.7,17.873150599999914,66.2999999999999,22.279922400000068,0.0,10.0,15.360000000000383,19.680000000000387
171,918.9800000000107,78.94400000000255,268.00000000000006,1.5658579999993683,241.09999999999994,2.1027235999997393,0.0,0.0,36.35000000000106,37.25000000000104
172,917.7000000000056,74.78600000000458,40.2,6.666081199999735,59.49999999999986,8.299047399999901,0.0,0.0,22.330000000000137,23.800000000000125
173,919.903080864679,55.96469777505008,48.10559491749044,8.82866056291736,64.134546785475,11.034191583538712,0.0,0.0,20.435375042929298,22.674964574258805
174,923.6100000000024,58.40600000000219,47.7,10.603095600000003,67.09999999999991,13.622964599999971,0.0,0.0,17.98000000000038,16.450000000000383
175,915.1500000000067,84.23600000000526,203.6,1.118469999999806,212.59999999999985,1.8342908000000524,0.0,0.0,35.47000000000028,31.64000000000027
176,922.1700000000044,56.69600000000226,48.40000000000005,12.213692399999635,64.89999999999989,15.591471799999997,0.0,0.0,14.93000000000002,22.41000000000001
177,915.9000000000076,,183.30000000000004,4.719943399999748,189.89999999999992,5.34628659999974,0.0,0.0,29.260000000000506,46.5000000000005
178,918.4000000000079,60.925999999999,189.30000000000004,5.189700799999757,195.59999999999994,5.681827599999902,0.0,0.0,13.160000000000037,25.110000000000053
179,919.477927109483,68.06004298547721,47.04658845066997,10.567383294020953,64.88124729573683,13.692872604564467,0.0,6.534115493300479,9.374424197076939,11.541996921242356
180,916.100000000008,51.22399999999834,199.90000000000003,3.2659323999997643,220.09999999999994,4.02649199999976,0.0,0.0,88.43000000000048,61.120000000000466
181,915.630000000012,72.3560000000025,165.30000000000004,3.8027979999994495,178.99999999999991,5.256808999999741,0.0,0.0,52.34000000000113,48.98000000000115
182,919.000000000004,61.250000000001094,182.20000000000005,5.614719399999644,191.49999999999991,6.733189399999986,0.0,0.0,32.160000000000096,41.200000000000024
183,916.8176733638356,84.28745579090338,208.1183495123841,1.892737962392403,108.31913963943414,3.0851703435889757,0.0,0.0,13.686707602669259,15.095232648520229
184,914.9800000000064,84.36200000000544,178.4,1.431641599999794,209.2999999999999,1.9685072000000456,0.0,0.0,37.64000000000027,35.52000000000028
185,918.8767448193346,77.08370529858605,183.3776772050189,4.324869058860937,193.00967502654947,5.063600320208588,0.0,0.0,10.073822029792897,9.449291931489254
186,916.5000000000008,71.04199999999976,102.3,2.4158951999999916,49.1,3.221193599999965,0.0,0.0,49.00999999999982,52.96999999999981
